,parent_id,district,districtId,label,municipality,message_id,text,createdOn,predicted
129,23v9tf,Trøndelag Politidistrikt,209,5,Trondheim,23v9tf-0,Politiet har kontroll på en mann som har stjålet øl på en butikk i sentrum. Mannen er noe ufin i sin oppførsel og vil bli innbrakt til arresten.,2023-07-26T11:45:52.2175905+00:00,3
130,23stgf,Vest Politidistrikt,207,6,Bergen,23stgf-0,"Kl 1340: Bergen legevakt, politiet har kontroll på en mann. Vært utagerende og kommet med verbale trusler mot personalet og vekter. Ingen er skadd. Mannen blir ivaretatt av helse. ",2023-09-11T11:59:03.5334605+00:00,5
138,23lvhj,Sør-Øst Politidistrikt,204,1,Porsgrunn,23lvhj-0,"kl 00:53 - Politiet er på vei til stedet etter melding om trafikkulykke. Enslig MC skal ha veltet. Fører er oppegående. Oppdateres  Selve uhellet har skjedd ved Moheim, krysset Movegen/ Langangsvegen. Involverte, gutt i tenårene er kjørt legevakt av sine foresatte. Involvert kjøretøy er en lett MC. MC fører hadde kjørt til Jernbanegata etter å ha veltet ved Moheim, og deretter ringt nødetatene. MC fører får videre behandling ved sykehuset. Nødetater har avsluttet på stedet og politiet oppretter sak.",2023-07-09T22:57:58.1053977+00:00,4
146,23tb3b,Sør-Øst Politidistrikt,204,3,Kragerø,23tb3b-0,kl 12:03 - Politiet har vært på en byggeplass etter melding om at det har vært innbrudd. Hendelsen har skjedd i løpet av natten og det er borttatt verktøy fra stedet. Politiet har gjennomført en åstedsundersøkelse og oppretter sak på forholdet. ,2023-07-18T11:43:20.438956+00:00,0
150,23rkbr,Trøndelag Politidistrikt,209,5,Trondheim,23rkbr-0,Bussjåfør på metrolinje hadde problemer med ungdomsgjeng som utviste svært dårlig oppførsel og som ikke ville forlate bussen. Politiet fikk ut 50-70 ungdommer fra bussen slik at den kunne kjøre videre. ,2023-09-23T21:51:07.3819834+00:00,7
157,23gzf2,Nordland Politidistrikt,210,5,Bodø,23gzf2-0,En person pågrepet ifm med trusler med kniv og brudd på besøksforbud. Gj. personen sprayet med pepperspray i det han ikke etterkom lovlig ordre fra politiet. Ingen andre personer skadet. Politiet oppretter sak. ,2023-08-08T01:12:03.9504973+00:00,7
161,23bm9g,Vest Politidistrikt,207,4,Bremanger,23bm9g-0,Lastebil har kjørt utfor vei. Ligger på siden. Ingen personskade. Nødetatene på vei. Brannvesenet er på staden. Meldt om lekkasje frå lastebilen.,2023-09-27T03:52:35.1252655+00:00,1
165,23czlr,Vest Politidistrikt,207,4,Kinn,23czlr-0,KL. 1357: Mann i 70-årene falt i lav høyde og fått skadet en hofte. Var på tur alene når dette skjedde. HRS sendt redningshelikopter fra Florø. Helikopter har lokalisert vedkommende og er i ferd med å få han hentet ut fra turområde. ,2023-07-24T12:36:22.0964402+00:00,12
182,23qbnd,Sør-Øst Politidistrikt,204,11,Færder,23qbnd-0,kl 00:39 - Politibåten kontrollerte en fritidsbåt ført av en gutt i tenårene. Gutten mistenkes for kjøring i alkoholpåvirket tilstand. Han ble fremstilt for prøvetaking og foresatte varslet. Gutten blir anmeldt for forholdet. ,2023-07-26T00:10:42.8546418+00:00,7
184,23jght,Sør-Øst Politidistrikt,204,4,Sandefjord,23jght-0,"Nødetatene rykker ut etter melding om trafikkulykke. En bil skal ha kjørt på en person på sparkesykkel.   Fører av sparkesykkel, mann, blir undersøkt i ambulansen. Ulykken har skjedd ved at EL sparkesykkel har kjørt i siden på en bil. Det er fotgjengerfelt der kollisjonen skjedde. Det er små skader på kjøretøyene. EL sparkesyklisten, gutt 13 år, ble kjørt til sykehuset for undersøkelser og behandling. 

Politiet oppretter sak.",2023-10-19T14:42:25.375528+00:00,1
188,23v974,Øst Politidistrikt,202,4,Ullensaker,23v974-0,Nødetatene rykker ut etter melding om trafikkulykke. 2 biler involvert. ,2023-10-11T12:19:25.354967+00:00,1
218,233ckm,Øst Politidistrikt,202,4,Indre Østfold,233ckm-0,"Nødetatene har rykket ut til trafikkulykke langs Askimveien mellom Slitu og Mysen. En bil har kjørt av veien. Ukjent skadeomfang. Oppdateres. En bil med til sammen to personer involvert i uhellet. Ingen personskade, men noe materielle skader på bil og autovern.",2023-09-21T18:16:53.1757285+00:00,1
219,230dk6,Møre og Romsdal Politidistrikt,208,4,Ålesund,230dk6-0,"Melding kl 1630  om 2 personer som hadde problemer i en båt på Akslevoll vannet. Det var usikkert om personene var i nød, men nødetatene rykket ut, koordinert av HRS. Vi har vært på stedet, ingen er alvorlig skadd. 
 Hendelsesforløp: de 2 dro garn da båten ble tatt av strømmen. Ene personen falt og slo hodet da han forsøkte å dra båten mot land. Blir kjørt Ålesund sykehus for en sjekk. Nødetatene ferdig på stedet.",2023-10-05T15:59:38.4788676+00:00,12
238,2398qv,Vest Politidistrikt,207,7,Kinn,2398qv-0,"Meld om ras, truleg over vei ved FV5697, ved Rabbane. Er lite trafikert veg.

Meldinga observert frå avstand, fra RV 5, Florøvegen. . Politiet på veg til staden, forsøker å komme i kontakt med nokon frå lokalbefolkninga.
",2023-08-10T11:34:36.3809921+00:00,10
252,23pkwb,Trøndelag Politidistrikt,209,4,Trondheim,23pkwb-0,"Ung dame på 18 år som er kraftig beruset. Har falt og slått hodet mot en benk ved busstoppen ved Nidarosdomen. Bevisst, men blør kraftig fra hodet. Politi på stedet. Blir fraktet i ambulanse til SOH.",2023-07-11T22:26:24.3277348+00:00,5
256,23bn3b,Agder Politidistrikt,205,6,Grimstad,23bn3b-0,"Melding om kvinne som roper om hjelp ved Oddensenteret. Politiet har vært i kontakt med en kvinne og en mann på stedet, mannen anmeldes for kroppskrenkelse. ",2023-10-03T23:24:47.5545779+00:00,5
258,23ptgn,Sør-Øst Politidistrikt,204,12,Nesbyen,23ptgn-0,Ved 1700 tiden ble et kjøretøy med to personer i tatt av vannmengdene etter å ha blitt skylt av veien. En gårdbruker med traktor kom til unnsetning og reddet begge personene i land - uskadde !,2023-08-08T16:43:32.5786746+00:00,7
260,23vb2m,Agder Politidistrikt,205,10,Vegårshei,23vb2m-0,"Kl 0010. Elg påkjørt av toget ved Ormshammer - løp videre, men er åpenbart skadd. Viltnemd kontaktet som håndterer dette videre. ",2023-08-29T22:15:15.7125372+00:00,7
261,23745q,Sør-Øst Politidistrikt,204,11,Sandefjord,23745q-0,"11:30 Nødetater er på vei til Vesterøya. En båt har kantret ca 300 m ute i fjorden. Det var en person i båten. Personen ligger nå i vannet og holder seg fast i båten. Redningsskøyte og redningshelikopter er også på vei. Oppdateres. En kajakkpadler har tak i båten og drar den mot Storholmen. Personen i vannet henger på. Brannvesenet har dykkere i vannet mot stedet. Redningshelikopter er over stedet nå. Redningshelikopteret har hentet opp personen, en mann, og  han bekrefter at han var alene i båten. Mannen i 50 årene, har blitt fraktet til sykehuset med ambulanse. Pr. nå er det ukjent om han er skadet. Båten hans er fortøyd. Politiet har snakket med mannen. Han har fortalt at han var ute for å sette teiner da båten hans ble tatt av et vindkast og kantret. Han var noe nedkjølt da han ble hentet opp av vannet, men er i fin form nå. Han er veldig glad for hjelpen han har fått. Vi takker spesielt kajakkpadleren.",2023-09-28T09:39:24.1694776+00:00,12
278,231g67,Trøndelag Politidistrikt,209,4,Stjørdal,231g67-0,En bil har kjørt inn en betongvegg. Fører av bilen er opp og går. Politiet er på vei   til stedet.  Fører av bilen er uskadet. Det er ikke mistanke om ruskjøring. Bilen er ikke kjørbar.,2023-08-08T22:38:35.4379184+00:00,1
284,23nwxj,Innlandet Politidistrikt,203,4,Gjøvik,23nwxj-0,Kl. 14:59: Melding om mc-fører som har kollidert med bil. Ulykken fremstår ikke alvorlig. Mindre sammenstøt. Fører av mc er tilsett av helsevesenet. Politi og ambulanse har vært på stedet og pratet med partene. Vegen er nå åpen.  Fører av personbil uskadd. ,2023-08-30T13:38:27.0698004+00:00,1
288,234m26,Troms Politidistrikt,211,1,Tromsø,234m26-0,"Melding om en person skal ha blitt skadet på eller ved en buss i bevegelse. Ambulanse og politiet til stedet, og det viste seg å være et forhold som skjedde inne på bussen etter avgang fra bussholdeplass. ",2023-10-10T10:37:35.0935081+00:00,7
300,2388l2,Trøndelag Politidistrikt,209,7,Trondheim,2388l2-0,"Meldt om en gjeng gutter med uforsiktig bruk av en lighter litt vel nærme en barnehage i Brundalen.  Patrulje har lett i området, uten å se noe til guttene. Melding til obs for foreldre med barn i området.",2023-10-21T15:16:08.8326002+00:00,5
302,23rxmg,Innlandet Politidistrikt,203,7,Nord-Aurdal,23rxmg-0,"kl. 19:46: politiet til restaurant i Fagernes sentrum som følge av melding om beruset og utagerende person på stedet. Vitner meldte også om våpendeler som stakk ut fra en sekk som vedkommende bar på. Politiet med kontroll på aktuell person kl. 19:56.  Under ransaking ble det funnet en hagle i tre deler, samt en kniv. Personen kjørt Fagernes politistasjon for avhør, samt fremstilt helse for kontroll. Sak opprettet.",2023-10-06T18:58:39.0579025+00:00,5
303,23dr72,Agder Politidistrikt,205,4,Kristiansand,23dr72-0,Melding om trafikkulykke i Leireveien. Buss skal ha truffet syklist. Syklist fremstår ikke alvorlig skadd. Politi og ambulanse er på vei til stedet. Skal være en del skader på sykkel. Oppdateres. Trafikken går fint på stedet.,2023-09-06T12:54:20.1103038+00:00,1
306,23f0d4,Agder Politidistrikt,205,7,Kristiansand,23f0d4-0,"Kl 0030, mann urinerte på offentlig sted, rett ved politibilen. Sak opprettes.",2023-07-20T22:43:55.7625642+00:00,5
307,23hpjg,Møre og Romsdal Politidistrikt,208,1,Vestnes,23hpjg-0,"Kl. 01:34 kom det inn melding om en ponni som gikk midt i vegbana på fylkesvegen. Eier kontaktet via naboer, og ponnien er nå trygt tilbake der den hører hjemme.",2023-09-01T00:24:04.7327274+00:00,10
309,235zzp,Møre og Romsdal Politidistrikt,208,7,Sunndal,235zzp-0,Tyveri av bobil med reg. nr. SD 34541 merke Burstner 684 Aviano stjålet i løpet av natta. Tips kan gis til Politiet på tlf. 02800. Bilen er funnet i Eidsvåg. Politiet er på stedet og undersøker bilen med tanke på sporsikring og vitneobservasjoner. En person er siktet for tyveriet av bilen og vedkommende har erkjent dette.,2023-08-04T11:38:27.056377+00:00,3
321,23gftq,Sør-Øst Politidistrikt,204,1,Tønsberg,23gftq-0,Patruljen stanset en lokal kjenning i 30-årene på en stjålet moped. Erkjenner tyveriet - fremstår også som ruset. Har heller ikke førerkort. Blir tatt med inn for bevissikring og saker opprettet. ,2023-07-29T17:55:01.9552642+00:00,3
364,232czs,Sør-Øst Politidistrikt,204,1,Nome,232czs-0,"05:35 Nødetater rykker ut til trafikkulykke. To biler involvert i en front mot front ulykke. En person i hver bil, begge ute av bilene og fremstår ikke alvorlig skadet.  Trafikken er stengt i begge retninger. Fører i begge kjøretøyene blir kjørt sykehuset for sjekk. Det ene kjøretøyet har kommet over i motgående kjørefelt. Førerkortet hans er besluttet beslaglagt. 
Det er rekvirert berging til begge kjøretøyene. Trafikken blir dirigert forbi stedet til berging  kommer. Bilen er berget og vi er ferdige på stedet.",2023-06-16T03:48:03.2194848+00:00,4
375,23qpvt,Vest Politidistrikt,207,1,Aurland,23qpvt-0,"Kl. 18:55 Buss i full fyr i Nærøydalen.  Meld om mykje flammar og svart røyk. Skal være ein turistbuss. Ikkje meld om personar i bussen, som står på ein rasteplass. Samtlege naudetatar er på veg til staden.  Kl. 19:53 Det er ikkje meld om personskadar i samband med bussbrannen. Det har brent noe i vegetasjonen på rasteplassen der bussen står. Bussen er utbrent. Kl.20:30 - Ny buss henter sjåfør og passasjerar. Ingen er skadde i samband med brannen. Politiet gjer undersøkingar på staden.",2023-08-13T17:10:09.246367+00:00,2
380,23rj9x,Øst Politidistrikt,202,4,Fredrikstad,23rj9x-0,Mann som har falt på sparkesykkel og fremstår noe skadd. Mannen er trolig også beruset. Ambulanse og patrulje på vei.  Sikret blodprøve og mann i 50 årene blir anmeldt for kjøring i påvirket. Ikke førerkortbeslag pr nå.,2023-09-17T17:10:27.4685214+00:00,1
387,23526l,Vest Politidistrikt,207,11,Bergen,23526l-0,"Meldt om en speedbåt som har kantret, alle ombord skal være redegjort for. Nødetatene rykker ut. To gutter i tenårene var ombord, er ikke fysisk skadet. Hentet inn av brannvesenets båt. Vi snakker med dem for å prøve å kartlegge årsaken til hendelsen.",2023-08-12T08:17:44.2783024+00:00,12
396,23fmlw,Sør-Øst Politidistrikt,204,4,Larvik,23fmlw-0,"17:04 Nødetater rykker ut til trafikkulykke. En mc har sklidd ut av en sving og veltet. Fører er våken, men er skadet. Luftambulansen er også på vei til stedet. Oppdateres. Nødetater fremme på stedet. Mc-fører, en mann i 40 årene, sitter oppe, men har smerter. Blir fraktet til Drammen sykehus. Mc'en har kjørt i følge med en annen. Har sklidd på noe grus i en sving. Mc'en blir hentet av bilberger.",2023-07-08T15:12:02.4663153+00:00,1
397,237jj5,Sør-Øst Politidistrikt,204,4,Kongsberg,237jj5-0,07:42 Melding om en bil som har kjørt i grøften. Politiet på stedet. En som har gjort en unnamanøver for et vilt. Bilberging er ordnet da bilen ikke var kjørbar. Ingen personskade. Ingen sak.,2023-10-14T06:15:03.5419668+00:00,1
411,23tsj2,Agder Politidistrikt,205,5,Kristiansand,23tsj2-0,Politiet bistår bussjåfør med vanskelig passasjer. Ung jente har ikke betalt billett og oppfører seg generelt dårlig. Nektet og forlate bussen.,2023-08-29T16:41:05.2501491+00:00,7
413,23xtvg,Agder Politidistrikt,205,0,Kristiansand,23xtvg-0,Melding om innbrudd og tyveri fra bedrift. Skal ha skjedd i løpet av natten. Knust rute og stjålet mindre verdier. Patrulje har vært på stedet og gjennomført åstedsundersøkelse. Sak opprettes.,2023-08-08T07:52:05.4749719+00:00,3
423,23f76h,Nordland Politidistrikt,210,1,Lurøy,23f76h-0,"To fulle menn har vært ute og kjørt bil. Ferden endte i 
grøfta. Politiet har ankommet stedet nå og er i kontakt med begge i bilen. Begge beskrives som ""dritings"". Etterforsking iverksatt.",2023-07-22T14:19:34.9393517+00:00,4
424,239v1t,Sør-Øst Politidistrikt,204,4,Drangedal,239v1t-0,Nødetatene har rykket ut etter melding om trafikkulykke. En MC har kjørt av veien. MC fører er våken og fremstår ikke som alvorlig skadet. Ambulanse og politiet er på stedet. Ambulansepersonell undersøker MC sjåfør på stedet. Lege er også på vei til stedet. Det er ikke trafikale problemer. Ambulanse tar med pasienten til sykehuset for undersøkelser og behandling. MC fører som ble sendt til sykehus er en mann i 70 årene. Han kjørte sammen med 2 andre MC er når han skled og kjørte av veien.,2023-08-12T13:16:39.2696785+00:00,1
426,23s8kl,Sør-Øst Politidistrikt,204,7,Drammen,23s8kl-0,"Nødetatene får melding at to paraglidere er på vei ned i nødskjerm. Mulig disse kan ha krasjet i lufta. Nødetatene rykker ut. Oppdateres. Disse har trolig landet allerede, og det jobbes med å sjekke om alt har gått bra. Det jobbes med å lokalisere landingsstedet. Muligens nord for Hovjordet/syd for Årbogen. To luftambulanser er på vei mot stedet. Det kan virke som om dette har gått bra. Politiet er i dialog med begge på telefon. De to har landet i terrenget øst for Årbogen. Begge paraglidere har landet i trær, men er trolig ikke skadet. Det jobbes med å lokalisere dem nøyaktig, og få dem trygt ned. Et Seaking redningshelikopter er på vei til stedet for å løfte de to ut. De skal være uskadet, men er høyt oppe i trær. Man vil løse frigjøringen fra bakkenivå, og redningshelikopteret returnerer til Rygge. En av de to er nå trygt på bakken. Begge er trygt på bakken. Det jobbes med å få ned fallskjermene.",2023-06-17T10:11:59.127103+00:00,12
429,23cclp,Sør-Øst Politidistrikt,204,4,Larvik,23cclp-0,"kl 16:37 - Politiet er ved rundkjøringen ved Elveveien etter melding om trafikkuhell. Enslig kjøretøy som har kjørt ut av veien. Noe trafikale utfordringer på stedet.  Bilberger er fremme på stedet. Et felt er sperret i forbindelse med berging. Bilen er berget, bilfører, mann i 20 årene anmeldes for forholdet og fikk førerkortet midlertidig beslaglagt. Politiet avslutter på stedet.",2023-08-29T15:22:34.1529453+00:00,1
430,235cwf,Sør-Øst Politidistrikt,204,9,Drammen,235cwf-0,"01:10 Melding om ordensforstyrrelse på en privatadresse. Politiet på stedet påla en mann i 20-åra å holde ro resten av natten. . 02:45 Innkom ny melding om ordensforstyrrelse på stedet, samme mann involvert. Politiet på stedet kjørte mannen vekk fra adressen. Han blir anmeldt for å ikke ha fulgt pålegg og for skadeverk, da en rute ble knust på stedet.",2023-09-27T01:24:35.6678139+00:00,5
437,23lhss,Agder Politidistrikt,205,3,Kristiansand,23lhss-0,En person  er pågrepet for innbrudd på byggeplass på stedet. Den pågrepne ble tatt inne i gml Fylkeshuset etter å ha banet seg adgang til bygget. Vedk var i besittelse av kniv og anmeldes også for dette. Innsatt i arrest.,2023-09-01T00:39:57.2259399+00:00,0
440,23t0rt,Agder Politidistrikt,205,0,Kristiansand,23t0rt-0,"Vi har foretatt åstedsundersøkelse etter melding om grovt tyveri fra parkert kjøretøy, skjedd i løpet av dagen. Knust vindu og stjålet diverse gjenstander av mindre verdi fra bilen. Vi oppretter sak.",2023-08-27T14:41:21.0577582+00:00,3
442,23vc56,Sør-Øst Politidistrikt,204,3,Skien,23vc56-0,Kl 0500 i morges fikk politiet melding om innbrudd i bolig - også stjålet bil fra stedet. To personer kjørte derifra da vi ankom - traff politibilen. Ingen personskade. Bilen kjørte videre - ble funnet. Personene ble senere funnet av politidronen.,2023-10-10T08:16:31.4484877+00:00,0
448,23kw4j,Innlandet Politidistrikt,203,9,Hamar,23kw4j-0,Politiet fikk meldinger om at det ble kastet egg fra bil etter personer og på biler. Bilen ble stanset av politiet og tre menn i 20-åra blir anmeldt. ,2023-10-07T23:30:40.7554397+00:00,5
450,23t950,Sør-Øst Politidistrikt,204,10,Nome,23t950-0,00:08 - Politiet har fått melding om en shetlandsponni som er ute og traver i området Søve. Ingen merking eller annet. Dersom du savner en ponni: Ta kontakt med politiet på 02800. ,2023-06-18T22:20:37.341619+00:00,12
455,23bj5f,Innlandet Politidistrikt,203,3,Elverum,23bj5f-0,Meldt om innbrudd i 2 salgsboder. Borttatt en rekke kolli kioskvarer. Tatt seg inn i bodene ved å knekke en hengelås og et vindu med gitter. En del av varene funnet igjen gjemt i nærområdet. Forholdet anmeldes. Politiet har undersøkt åstedet.,2023-09-02T11:04:25.4266864+00:00,0
457,23tlq7,Sør-Øst Politidistrikt,204,1,Tønsberg,23tlq7-0,"Kl 23:00 fikk politiet melding om mulig påvirket båtfører. En mann i 20 årene ble tatt kontroll på, og prøver er tatt av han. ",2023-06-26T23:40:33.3820472+00:00,7
460,23xp17,Innlandet Politidistrikt,203,4,Nordre Land,23xp17-0,"Kl. 1540: Trafikkulykke. En mc med 2 personer har kjørt i grøfta. 1 person er skadet. Nødetatene er på stedet. En luftambulanse ventes til stedet. Skjedd på mindre sideveg. Det var fører som var skadet. Denne er kjørt i ambulanse til Gjøvik sykehus. Passasjer fremsto som uskadd, men har blitt med til sykehuset.
Fører var bevisst. Ikke behov for luftambulanse på stedet.",2023-09-02T14:11:28.7718709+00:00,1
468,23qlr7,Agder Politidistrikt,205,11,Farsund,23qlr7-0,Kl. 0653. Melding om båt som er funnet drivende i Farsund . Båten er tauet inn til gjestebrygga. Modellen skal være en Rinker Fiesta Vee 270. Blå og hvit. Politiet ber eier ta kontakt for å avklare om den er slitt eller mulig stjålet. ,2023-08-28T05:23:32.3853789+00:00,7
