,parent_id,district,districtId,label,municipality,message_id,text,createdOn,updatedOn
2259,23pbd8,Vest Politidistrikt,207,1,Bergen,23pbd8-0,"Kl. 13:09: Meldt om påkøyrsel bakfrå like før krysset på Danmarksplass, i nordgående retning. To bilar involverte. Politiet er på staden.  ",2023-10-10T11:24:50.7548559+00:00,
10704,239w4j,Sør-Øst Politidistrikt,204,1,Drammen,239w4j-0,"UP patrulje stanset bil og sjåføren, mann i slutten av 20 årene, testet positivt på cannabis og kokain. Utvidet prøve ble tatt og saken anmeldt. Mannens førerkort ble beslaglagt. ",2023-08-16T03:33:43.7903397+00:00,
8224,2303s6,Trøndelag Politidistrikt,209,5,Trondheim,2303s6-0,"Mann i tenårene bortvist fra festivalområdet etter ordensforstyrrelse. Bortvist fra stedet, men returnerte etter få minutter. Innbrakt til arrest og anmeldt. ",2023-09-01T19:17:47.3604882+00:00,
11532,235j3h,Nordland Politidistrikt,210,2,Vågan,235j3h-2,Personer på stedet gjør en god jobb med å hindre brannen i å spre seg.,2023-08-10T09:40:13.9466499+00:00,
3725,23r5xm,Trøndelag Politidistrikt,209,4,Orkland,23r5xm-0,"Nødetatene rykker ut i forbindelse med ei trafikkulykke på Svorkmo på FV65.
En bil har kjørt ut av veien og trolig rullet rundt. Står på egne hjul nå. En person i bilen fremstår som uskadd/lettere skadd.",2023-09-30T21:23:03.8317695+00:00,
8517,23nfnj,Sør-Øst Politidistrikt,204,2,Drammen,23nfnj-0,Brannvesen og politi rykker ut til stedet - etter melding om røykutvikling/en mindre brann i en strømkabel. Brannvesenet har kontroll på hendelsen og politiet undersøker omstendighetene. ,2023-08-30T18:51:41.0580937+00:00,
16067,23bgbj,Sør-Øst Politidistrikt,204,1,Kongsberg,23bgbj-0,kl 01:17 - Politiet kontrollerte en personbil ført av en mann i 20 årene . Mannen hadde ikke gyldig førerkort. Han ble anmeldt for forholdet. ,2023-06-28T23:58:18.9519919+00:00,
3759,23x616,Innlandet Politidistrikt,203,12,Trysil,23x616-0,Kl. 2005: Vi har iverksatt redningsaksjon etter at en kvinne i 40 årene har satt seg fast på vestsiden av Trysilfjellet. Hedmark Røde kors er varslet. ,2023-09-30T19:11:30.5419298+00:00,
12263,23x8fx,Vest Politidistrikt,207,5,Stad,23x8fx-0,"Kl. 2344 Me har vore på staden med politibåt. Undersøkt holmen Flotøya etter melding om skotlydar. Også sett menneske og lys på holmen. Mannskap frå politibåten undersøkt holmen. Inga teikn på at det har skjedd noko straffbart, ingen personar å sjå. Avsluttar.",2023-08-05T00:01:13.1413536+00:00,
16372,23w03g,Sør-Øst Politidistrikt,204,1,Drammen,23w03g-1,Nødetatene er på stedet og fører tilses av helsepersonell. Antatt ikke alvorlig skadd. Jobbes med å kartlegge hendelsesforløp.,2023-06-23T13:26:20.2630908+00:00,
10443,23shql,Agder Politidistrikt,205,2,Lyngdal,23shql-0,Kl. 0228. Brann melder om brann i bygning. Full overtenning. Alle nødetater på vei. ,2023-08-18T00:37:29.0409125+00:00,
13577,23kdr0,Agder Politidistrikt,205,2,Kristiansand,23kdr0-2,Det skal kun ha vært en person i leiligheten. Vedkommende er kjørt med ambulanse til sykehus for videre behandling.,2023-07-24T19:57:18.4309976+00:00,
2209,235mqm,Trøndelag Politidistrikt,209,5,Verdal,235mqm-0,Politiet rykket ut til en adresse hvor en mann som var beruset og hissig.  Beboere på stedet ønsket bistand for å få fjernet mannen fra stedet.  Politiet bortviste mannen fra stedet.,2023-10-10T23:01:08.9022906+00:00,
4458,23998f,Trøndelag Politidistrikt,209,7,Hitra,23998f-0,"Det skal være en øvelse på Hitra i dag fram til kl. 14:00. 
I den forbindelse vil det være en veltet gravemaskin, et steinras og røyk på stedet.  Det er Hitra anleggsservice som holder øvelsen. ",2023-09-26T08:20:13.0747681+00:00,
14760,23hd6g,Trøndelag Politidistrikt,209,1,Trondheim,23hd6g-1,"Bilberging på stedet, politiet forlater.",2023-07-15T09:27:52.1648797+00:00,
2215,23r6r6,Vest Politidistrikt,207,2,Bergen,23r6r6-1,"Ingen røyk lengre, ingen brann og lukt avtar. Uvisst hva som var årsaken. Brannvesen og politi avslutter.",2023-10-10T19:15:25.5323217+00:00,
8162,23n59n,Sør-Øst Politidistrikt,204,1,Drammen,23n59n-0,"Politiet har sammen med UP hatt promillekontroll. 
333 ble kontrollert. 
2 ble anmeldt for promillekjøring - en med førerkortbeslag og en med lavpromille. ",2023-09-02T09:25:27.8668009+00:00,
2045,2386rg,Agder Politidistrikt,205,1,Lillesand,2386rg-0,"UP stanser bil der fører ikke har gyldig førerkort. Fremstår også som ruset. Fremstilt for utvidet prøve, sak opprettet.",2023-10-12T00:04:31.5109279+00:00,
3130,230805,Trøndelag Politidistrikt,209,0,Stjørdal,230805-0,"Det ble på morgenkvisten oppdaget et innbrudd i en bedrift på Stjørdal.  Patrulje har foretatt åstedsundersøkelse, og oppretter sak.",2023-10-05T08:02:07.6301707+00:00,
4968,23rqjp,Sør-Øst Politidistrikt,204,1,Nome,23rqjp-0,19:00 - UP har hatt laserkontroll. 9 forelegg. Høyeste 100 km/t i 70 sona. I tillegg ett gebyr for manglende bruk av belte. ,2023-09-22T23:14:49.7145349+00:00,
617,231hh0,Agder Politidistrikt,205,1,Grimstad,231hh0-2,Treet og bilen er fjernet fra stedet. Trafikken går i begge retninger.,2023-10-20T17:27:26.7048652+00:00,
3837,23bhhl,Sør-Øst Politidistrikt,204,2,Drammen,23bhhl-1,"Brannen er nå slukket. Lastebilen står ved rundkjøringen sør for brua. Trafikken dirigeres for øyeblikket forbi, men det må påregnes noe kødannelse.",2023-09-30T09:15:03.8281693+00:00,
2605,23bh3d,Vest Politidistrikt,207,5,Bergen,23bh3d-1,"1 person ble bortvist, 1 person kjørt arrest for ordensforstyrrelse. Ingen skadde personer.",2023-10-08T03:26:52.2604898+00:00,
8245,23mlx6,Trøndelag Politidistrikt,209,5,Trondheim,23mlx6-0,Mann i 20-årene bortvist fra festivalområdet for resten av helga pga. rasistiske uttalelser og ordensforstyrrelse inne på OBOS-festivalen. ,2023-09-01T16:12:16.1048019+00:00,
15224,23n3z3,Sør-Øst Politidistrikt,204,5,Sandefjord,23n3z3-0,"Kl: 17:46 Polsk mann i 40 årene ble innbrakt fra flyplassen etter at han ikke ville etterkomme pålegg fra politiet om å forlate stedet. Mannen var beruset, utagerende og ville ikke høre på vektere på stedet. Politiet ble derfor tilkalt.
",2023-07-11T17:16:49.1534673+00:00,
1886,238jtj,Nordland Politidistrikt,210,1,Sortland,238jtj-0,"Politiet har gjennomført fartskontroll på Strand, Sortland. 7 forenklede forelegg ble utferdiget. Høyeste hastighet var 69 km/t i 50 sonen.",2023-10-12T23:57:45.8156839+00:00,
3541,23m2x9,Sør-Øst Politidistrikt,204,8,Ringerike,23m2x9-1,Politiet gjorde nå akkurat funn av jenta ikke så langt unna der hun ble meldt savnet. Tilsynelatende i OK form. Aksjonen avblåses.,2023-10-02T00:23:29.6691799+00:00,
15394,23vxrx,Sør-Øst Politidistrikt,204,1,Kongsberg,23vxrx-0,"09:20 UP har hatt fartskontroll. 1 forelegg, 94 kmt/t i 80 sona. ",2023-07-10T08:27:06.6072536+00:00,
14058,232q87,Agder Politidistrikt,205,5,Arendal,232q87-0,Politiet innbringer en person til arrest pga ufin oppførsel utenfor kjøpesenter.,2023-07-21T09:47:50.4879084+00:00,
176,237dvr,Agder Politidistrikt,205,10,Arendal,237dvr-0,Kl. 1833. Melding om påkjørt rådyr på FV407 Rykeneveien. Viltnemd varslet. ,2023-10-23T16:40:29.7215052+00:00,
11441,234tj3,Sør-Øst Politidistrikt,204,12,Sør-Øst politidistrikt,234tj3-0,"Flere områder rundt Drammensvanndraget er nå evakuert. Politiet har fått melding om at flere befinner seg i disse områdene . 
Politiet ber om at man forholder seg til retningslinjer gitt av kommunen av hensyn til egen sikkerhet.",2023-08-10T19:59:04.8336275+00:00,
14980,23g2jv,Sør-Øst Politidistrikt,204,1,Skien,23g2jv-1,Rettelse på sted: Skal være Flyplassvegen. Nødetatene er på stedet. Involverte tilsees av helsepersonell.,2023-07-13T23:04:30.1981873+00:00,
4043,23chsz,Sør-Øst Politidistrikt,204,5,Skien,23chsz-1,Vi har snakket med fornærmede som ble oppmerksom på at sykkelen ble stjålet. Tyven ble konfrontert og da oppstod det krangel og er mindre slagsmål. Ingen er skadd. Tyven er en mann i 20 årene fra Skien. Han er avhørt. Vi oppretter sak.,2023-09-28T17:26:42.0012521+00:00,
12302,23r2q9,Trøndelag Politidistrikt,209,1,Levanger,23r2q9-0,Politiet stanset bilfører uten gyldig førerkort. Bilføreren var en mann i 30-åra. Anmeldes.,2023-08-04T18:43:24.7129346+00:00,
4442,23k75v,Innlandet Politidistrikt,203,2,Kongsvinger,23k75v-0,kl. 1104: Meldt om brann i en bil på en adresse. Ikke spredningsfare til bygg eller andre biler. Ingen personer skadet. Nødetater på vei.,2023-09-26T09:13:28.379888+00:00,
3485,237g9h,Trøndelag Politidistrikt,209,1,Trondheim,237g9h-0,"Nødetatene rykker ut til et trafikkuhell på Smistadhaugen i Trondheim. To biler er involvert, den ene i grøfta. Alle er ut av bilene og oppegående. Ikke melding om noen trafikale problemer på stedet. ",2023-10-02T12:06:05.610582+00:00,
9741,23wgtx,Sør-Øst Politidistrikt,204,1,Notodden,23wgtx-0,"Kl. 14:28 - I forbindelse med trafikkontroll ved Sætre skole, ble en person anmeldt for kjøring uten gyldig førerkort.",2023-08-22T14:19:21.0722389+00:00,
5927,23n210,Agder Politidistrikt,205,1,Kristiansand,23n210-0,"Trafikkulykke på RV9 ved Bryggeriet, påkjørsel bakfra, to biler involvert. Nødetatene er på vei til stedet-.",2023-09-16T12:14:36.7022228+00:00,
14542,23qr2h,Sør-Øst Politidistrikt,204,0,Sandefjord,23qr2h-0,17:15 Melding om innbrudd i en bod. Boden er brutt opp. Skader på karm og låsen er brutt. Stjålet håndverktøy av merke Ryobi. Ca verdi 20.000kr. Skal ha hendt i natt. Patruljen har undersøkt åstedet og oppretter sak. ,2023-07-16T19:24:21.1384492+00:00,
1499,231x96,Trøndelag Politidistrikt,209,5,Trondheim,231x96-0,"Overstadig beruset mann ved et utested i sentrum. Politiet kjørte mann i 20 åra  først til lege, slik at helse fikk vurdert ham. Ble så innsatt i drukkenskapsarrest.",2023-10-15T00:30:02.6198738+00:00,
14664,2307pp,Sør-Øst Politidistrikt,204,12,Kragerø,2307pp-3,"Båtfører har ,ifølge vitner ,holdt altfor høy hastighet og slo av lanterner før den kjørte på skjæret. Fører blåste også til 1,3 i promille. Nødvendige prøver blir tatt og anmeldelse opprettet.",2023-07-16T00:41:21.4208438+00:00,
17356,2316pm,Sør-Øst Politidistrikt,204,3,Drammen,2316pm-0,"Kl. 18:15 Mann i 30-årene bortvist fra sentrum frem til i morgen tidlig, grunnet tyveri fra butikk. Anmeldes for dette. ",2023-05-30T17:07:36.467959+00:00,
12079,23vv85,Agder Politidistrikt,205,5,Lillesand,23vv85-0,Kl 0209. Politiet har rykket til boligområde i Lillesand etter melding om mann som har ropt og skreket og gått rundt i flere hager. Vi har nå kontroll på rett person og vurderer videre tiltak. ,2023-08-06T00:35:08.2239828+00:00,
13907,23g39w,Sør-Øst Politidistrikt,204,1,Holmestrand,23g39w-0,En bil har fått motorstopp inne i tunnelen i sydgående løp. Hastigheten er satt ned. Berging er varslet. ,2023-07-22T11:18:59.8293357+00:00,
6703,234zg0,Sør-Øst Politidistrikt,204,1,Skien,234zg0-0,kl 12:57 - UP har i løpet av dagen avholdt trafikkontroll ved FV356. Fartsgrense på sted for kontroll er 60 km/t. En fikk forenklet forelegg etter å ha blitt målt til 83 km/t. ,2023-09-11T11:59:58.9589946+00:00,
5122,23n3hv,Agder Politidistrikt,205,1,Birkenes,23n3hv-0,"Politipatrulje er på vei til Vegusdal, fv 406 ved Fidjetjønn etter melding om bil som skal være kjørt ut av veien. Det skal ikke være personer i eller ved bilen. Vi kjører for å undersøke nærmere.",2023-09-21T19:26:51.7728942+00:00,
8196,23j9b7,Øst Politidistrikt,202,5,Moss,23j9b7-0,"Kl 00:47. Melding om en gjest på et utested i sentrum som hadde slått til en ansatt. Mannen, som er i 20 årene, ble påtruffet like ved og innbrakt. Beruset og et ordensproblem. Ingen på utestedet skadet. Det ble i tillegg funnet en kniv på ham. Sak opprettes.",2023-09-01T23:53:35.4866461+00:00,
13020,23z32h,Sør-Øst Politidistrikt,204,5,Porsgrunn,23z32h-0,"Politiet rykket ut etter flere meldinger om en mann som utsatte en kvinne for vold utendørs. Politiet har pågrepet en mann i 20 årene. Kvinnen er kjørt sykehus for sjekk, og pr. nå er det ukjent skadeomfang. Politiet avhører vitner på stedet. Oppdateres. ",2023-07-29T07:24:34.5059005+00:00,
15408,231t2m,Vest Politidistrikt,207,3,Bergen,231t2m-0,"Meldt om to personer som lusket rundt presenningen til Allmuen. Da patruljen kom dukket det opp en tredje lusker ut fra under presenningen. Ikke sett noe skadeverk eller tyveri, men alle tre bortvist fra Torgallmenningen.",2023-07-09T23:59:21.2896126+00:00,
432,23kmcx,Innlandet Politidistrikt,203,1,Gjøvik,23kmcx-0,"Kl. 2237: Bil kjørt av vegen på fv2404. Det er ikke meldt personskade, og vi er på stedet sammen med Brannvesenet og får oversikt.",2023-10-21T21:08:25.1642715+00:00,
5408,233zkz,Trøndelag Politidistrikt,209,0,Stjørdal,233zkz-2,"Bilen er funnet. Ingen pågrepet, men Politiet har en mistanke om hvem det kan være. Sak opprettes.",2023-09-20T03:46:51.7973166+00:00,
1454,23rtz0,Agder Politidistrikt,205,6,Grimstad,23rtz0-0,Kl. 0250. Politiet kommer over to personer som ligger på bakken ved Grimstad kirke.  Meldt at de er utsatt for vold. 2 personer er kjørt til SSA med ambulanse for oppfølging. Ikke meldt om alvorlig personskade. ,2023-10-15T03:27:48.644992+00:00,
12690,23q6lg,Agder Politidistrikt,205,3,Arendal,23q6lg-0,"Kl 1210. Politiet er på Krøgenes, leter etter butikktyv som hadde blitt aggressiv mot betjeningen da han ble konfrontert om mistanke om tyveri. ",2023-08-01T10:23:15.2668495+00:00,
6130,23w44c,Innlandet Politidistrikt,203,4,Østre Toten,23w44c-0,"Kl 1002: Arbeidsulykke på gårdsbruk på Lund, kvinne i 20 åra påført klemskade  på hånd under foredling av grønsaker, behandles bevisst av ambulanse, luftambulanse på veg, bedriften varsler arbeidstilsynet, vi etterforsker.",2023-09-15T09:22:43.5613004+00:00,
12560,23kgfm,Øst Politidistrikt,202,1,Moss,23kgfm-2,"Bilene står på vegskulderen, høyre kjørefelt er stengt inntil videre.",2023-08-02T13:44:26.2905601+00:00,
12266,2351fq,Sør-Øst Politidistrikt,204,7,Drammen,2351fq-1,"Vi har pr nå ikke funnet gjerningspersonene. De var tre stykker pluss en sjåfør som ventet i ""fluktbilen"". Fornærmede forklarer at de presset kniv mot kroppen hans. Han kom ikke fysisk til skade. Vi etterforsker saken videre gjennom natten. Sak opprettet.",2023-08-05T00:15:27.6448267+00:00,
5829,23sf7p,Troms Politidistrikt,211,5,Tromsø,23sf7p-0,Mann i midten av 40-årene innsatt i drukkenskapsarrest etter å ha  oppført seg truende mot gjester i et bryllup. Vedk. var ikke gjest i dette bryllupet. Anmeldes for ordensforstyrrelse. ,2023-09-16T23:27:39.4044148+00:00,
1359,23xkdn,Agder Politidistrikt,205,1,Vegårshei,23xkdn-0,UP har gjennomført fartskontroll på stedet. Totalt 14 bilførere har fått forenklede forelegg. Høyeste hastighet målt til 68 km/t i 50 sone.,2023-10-15T17:30:10.8087493+00:00,
14516,23vhzq,Vest Politidistrikt,207,1,Kvinnherad,23vhzq-0,Kl. 08:17: Meldt om en singel trafikkulykke i Løfallstrand. En personbil har kjørt inn i en hage. Ambulanse og politi på vei til stedet. Det skal være to personer involvert i ulykken. ,2023-07-17T06:50:26.9530721+00:00,
14060,23ch80,Agder Politidistrikt,205,1,Evje og Hornnes,23ch80-0,"Melding om trafikkulykke på RV9 i nærheten av Moisund, bil og sykkel involvert. Ukjent skadeomfang, nødetatene er på vei til stedet. ",2023-07-21T08:57:08.4695064+00:00,
5176,23dmtf,Sør-Øst Politidistrikt,204,1,Notodden,23dmtf-0,Melding om trafikkulykke ved Ørvella. To biler involvert. Vi er på stedet og samler info. Ingen personskade.,2023-09-21T12:26:36.9862054+00:00,
15756,23sfjf,Sør-Øst Politidistrikt,204,8,Horten,23sfjf-0,"kl 19:08 - Politiet leter etter en dame i 80 årene. Savnede er 175cm, iført en rosa overdel / cardigan, mulig med en sort jakke på utsiden. Hun er iført en lys grå bukse. Hun har halvlangt grålig hår, slank kroppsbygning og bruker briller.",2023-07-06T17:16:00.432162+00:00,
5594,23sf09,Trøndelag Politidistrikt,209,12,Flatanger,23sf09-0,Meldt om person i vann som behøver hjelp for å komme seg opp.  Nødetatene og redningshelikopter er på vei.,2023-09-18T14:25:47.6571585+00:00,
8232,23wjtm,Øst Politidistrikt,202,1,Lillestrøm,23wjtm-0,Nødetatene er på RV159 retning Oslo i forbindelse med en trafikkulykke. MC kollidert med bil. Mc fører betegnes som  alvorlig skadet. Kjørt til Ullevål sykehus. Veien ryddes og vil være stengt en kort periode.,2023-09-01T18:20:54.1891105+00:00,
2239,23kxmk,Agder Politidistrikt,205,1,Kristiansand,23kxmk-0,Trafikkuhell i *Aksteveien i Søgne. Ein bil er påkøyrd bakfrå. Alle er ute av bil og oppegåande. Trafikken blir dirigert på staden. Blir oppdatert.,2023-10-10T14:06:08.1053701+00:00,
15139,234g48,Sør-Øst Politidistrikt,204,2,Nome,234g48-0,Nødetatene rykker ut til en mulig brann på stedet. Oppdateres. ,2023-07-12T17:26:07.4518728+00:00,
11571,23n6d9,Trøndelag Politidistrikt,209,1,Midtre Gauldal,23n6d9-0,UP har hatt fartskontroll i 60-sona.  12 førere gitt forenklet forelegg.,2023-08-09T21:24:07.8403137+00:00,
13920,23hf8z,Agder Politidistrikt,205,7,Arendal,23hf8z-0,"Politibåten har kontrollert 19 båter. Det er gitt 3 forenklede forelegg for fartsovertredelse, 2 forenklede forelegg for manglende bruk av lanterne, 3 personer får reaksjon for manglende bruk av flytevest.  ",2023-07-22T04:04:08.8175247+00:00,
3571,23txt1,Sør-Øst Politidistrikt,204,5,Drammen,23txt1-0,18;25 Politiet er på stedet etter melding om slagsmål. Ikke meldt om alvorlig personskade. Patruljen er i kontakt med noen av de involverte og undersøker hendelsesforløpet.,2023-10-01T17:09:03.3360313+00:00,
15526,237q9w,Vest Politidistrikt,207,5,Bergen,237q9w-1,retting: mistenkte blir vist bort frå sentrum.,2023-07-09T00:40:03.2517772+00:00,
14068,239697,Trøndelag Politidistrikt,209,1,Steinkjer,239697-4,Den utenlandske føreren av lastebilen får førerkortet midlertidig beslaglagt. Politiet oppretter sak og forsøker avhør med tolk. Bilberging til begge kjøretøy er bestilt.,2023-07-21T07:57:22.3332913+00:00,
369,23471x,Innlandet Politidistrikt,203,1,Hamar,23471x-0,Kl. 0223: Bil stoppet hvor fører blåste til over lovlig verdi. Vi ble varslet av vitner som beskrev at bilen vinglet under kjøringen. Fører fremstilles for bevissikring på legevakta.,2023-10-22T01:25:05.5247822+00:00,
