,parent_id,district,districtId,label,municipality,message_id,text,createdOn,predicted
129,23v9tf,Trøndelag Politidistrikt,209,5,Trondheim,23v9tf-0,Politiet har kontroll på en mann som har stjålet øl på en butikk i sentrum. Mannen er noe ufin i sin oppførsel og vil bli innbrakt til arresten.,2023-07-26T11:45:52.2175905+00:00,3
130,23stgf,Vest Politidistrikt,207,6,Bergen,23stgf-0,"Kl 1340: Bergen legevakt, politiet har kontroll på en mann. Vært utagerende og kommet med verbale trusler mot personalet og vekter. Ingen er skadd. Mannen blir ivaretatt av helse. ",2023-09-11T11:59:03.5334605+00:00,5
135,23bgsq,Vest Politidistrikt,207,4,Austevoll,23bgsq-0,"Rabbholmen. Redningsaksjon. En bil har kjørt i sjøen, en person hentet ut. Pågår HLR. Ingen opplysninger om at det skal ha vært andre i bilen.  LAMB, brann, helse og politiet er på stedet.",2023-09-24T12:55:57.8002604+00:00,1
138,23lvhj,Sør-Øst Politidistrikt,204,1,Porsgrunn,23lvhj-0,"kl 00:53 - Politiet er på vei til stedet etter melding om trafikkulykke. Enslig MC skal ha veltet. Fører er oppegående. Oppdateres  Selve uhellet har skjedd ved Moheim, krysset Movegen/ Langangsvegen. Involverte, gutt i tenårene er kjørt legevakt av sine foresatte. Involvert kjøretøy er en lett MC. MC fører hadde kjørt til Jernbanegata etter å ha veltet ved Moheim, og deretter ringt nødetatene. MC fører får videre behandling ved sykehuset. Nødetater har avsluttet på stedet og politiet oppretter sak.",2023-07-09T22:57:58.1053977+00:00,4
146,23tb3b,Sør-Øst Politidistrikt,204,3,Kragerø,23tb3b-0,kl 12:03 - Politiet har vært på en byggeplass etter melding om at det har vært innbrudd. Hendelsen har skjedd i løpet av natten og det er borttatt verktøy fra stedet. Politiet har gjennomført en åstedsundersøkelse og oppretter sak på forholdet. ,2023-07-18T11:43:20.438956+00:00,0
148,23sd7f,Troms Politidistrikt,211,1,Nordreisa,23sd7f-0,Politiet rykket ut etter melding om at en personbil hadde mistet en tilhenger. Ingen skade skjedd og berging er på veg.  ,2023-09-11T17:11:28.0258418+00:00,5
152,239n7c,Sør-Øst Politidistrikt,204,1,Larvik,239n7c-0,"kl 04:48 - Politiet er på vei til E18, nordgående løp etter melding om at en containerbil har mistet isopor i veibanen. VTS har sendt entreprenør til stedet.  Politiet er fremme på stedet. Det er redusert fremkommelighet i tunnelen mens opprydning pågår. Høyre kjørefelt er stengt. Entreprenør er fremme på stedet og fullfører resten av opprydningen. Høyre kjørefelt vil være stengt og det er redusert hastighet i venstre felt mens opprydningen pågår. Politiet forlater stedet.",2023-07-25T03:00:29.28237+00:00,4
153,236rkc,Troms Politidistrikt,211,6,Tromsø,236rkc-0,"Kl 0140 ble en patrulje kontaktet av en voldsutsatt person. Gjerningspersonen hadde forlatt stedet, men noen hadde filmet hendelsen og personen ble gjenkjent som samme person som i en annen voldshendelse. Vedkommende ble lokalisert og anholdt av patr. Anmeldes. Han anmeldes også for forulemping av polititjenesteperson. Personen er mindreårig og ble brakt inn til politistasjonen hvor foresatte kunne hente ungdommen.",2023-08-26T03:55:30.4711718+00:00,5
155,239hqb,Agder Politidistrikt,205,4,Lyngdal,239hqb-0,"Like før kl 01:30 ble nødetater varslet om båtulykke utenfor Korshavn. Fritidsbåt med 4 personer har kjørt på stolpe. Tilstedeværende har forsøkt livreddende førstehjelp, men en mann er bekreftet omkommet. 3 øvrige tilstedeværende er brakt til sykehus. Politiet vil komme med utfyllende opplysninger senere.",2023-07-24T05:10:50.1447111+00:00,12
160,23mvlt,Sør-Øst Politidistrikt,204,1,Tønsberg,23mvlt-0,kl 17:04 - FV308 - Politiet er på stedet etter melding om trafikkuhell mellom to kjøretøy i samme kjøreretning. Trafikken kan passere på stedet.  Involverte er sjekket ut av ambulanse. Det har vært lav hastighet og mindre materielle skader. Partene løser forholdet med skademelding. Nødetatene avslutter på stedet.,2023-07-06T15:14:32.3559852+00:00,4
161,23bm9g,Vest Politidistrikt,207,4,Bremanger,23bm9g-0,Lastebil har kjørt utfor vei. Ligger på siden. Ingen personskade. Nødetatene på vei. Brannvesenet er på staden. Meldt om lekkasje frå lastebilen.,2023-09-27T03:52:35.1252655+00:00,1
165,23czlr,Vest Politidistrikt,207,4,Kinn,23czlr-0,KL. 1357: Mann i 70-årene falt i lav høyde og fått skadet en hofte. Var på tur alene når dette skjedde. HRS sendt redningshelikopter fra Florø. Helikopter har lokalisert vedkommende og er i ferd med å få han hentet ut fra turområde. ,2023-07-24T12:36:22.0964402+00:00,12
167,23j206,Sør-Øst Politidistrikt,204,12,Hemsedal,23j206-0,01:10 En kvinne meldte om at hun hadde brukket foten og satt fast i fjellet på en fjellhylle. Kvinne ble reddet ned ved hjelp av brannvesenet og luftambulanse. Hun var nede og i god behold kl 02:30. ,2023-07-01T00:44:35.0357469+00:00,2
184,23jght,Sør-Øst Politidistrikt,204,4,Sandefjord,23jght-0,"Nødetatene rykker ut etter melding om trafikkulykke. En bil skal ha kjørt på en person på sparkesykkel.   Fører av sparkesykkel, mann, blir undersøkt i ambulansen. Ulykken har skjedd ved at EL sparkesykkel har kjørt i siden på en bil. Det er fotgjengerfelt der kollisjonen skjedde. Det er små skader på kjøretøyene. EL sparkesyklisten, gutt 13 år, ble kjørt til sykehuset for undersøkelser og behandling. 

Politiet oppretter sak.",2023-10-19T14:42:25.375528+00:00,1
188,23v974,Øst Politidistrikt,202,4,Ullensaker,23v974-0,Nødetatene rykker ut etter melding om trafikkulykke. 2 biler involvert. ,2023-10-11T12:19:25.354967+00:00,1
194,23pt27,Sør-Øst Politidistrikt,204,7,Jevnaker,23pt27-0,Nødetatene har rykket ut til stedet i forbindelse med en gasslekkasje fra en tank. Det skal være en halvfull tank hvor en slange har hoppet av.  Ingen er skadet og det er ikke fare for at noen blir skadet. God kontroll på situasjonen. Oppdateres.  Det skal være metan på tanken. Det er gass under trykk på den - og det må slippes ut kontrollert. Det er foreløpig uvisst hva som er årsaken til gasslekkasjen. Det har ankommet en ekspert til stedet. Vedkommende har nå stengt lekkasjen - patruljen snakker med ansatte og gjør noen flere undersøkelser før de avslutter.,2023-08-29T09:26:33.8843149+00:00,4
198,23qmj3,Sør-Øst Politidistrikt,204,1,Larvik,23qmj3-0,"Kl. 10:40 - Melding om påkjørsel av fotgjenger på stedet. Per nå ukjent skadestatus. Politiet er på stedet. Oppdateres. Rettelse: Skal ikke være sammenstøt, men en person som har falt. Nødetatene avbryter. Fotgjengeren tar seg selv til legevakt. Ingen sak.",2023-09-04T08:42:39.9259213+00:00,4
218,233ckm,Øst Politidistrikt,202,4,Indre Østfold,233ckm-0,"Nødetatene har rykket ut til trafikkulykke langs Askimveien mellom Slitu og Mysen. En bil har kjørt av veien. Ukjent skadeomfang. Oppdateres. En bil med til sammen to personer involvert i uhellet. Ingen personskade, men noe materielle skader på bil og autovern.",2023-09-21T18:16:53.1757285+00:00,1
219,230dk6,Møre og Romsdal Politidistrikt,208,4,Ålesund,230dk6-0,"Melding kl 1630  om 2 personer som hadde problemer i en båt på Akslevoll vannet. Det var usikkert om personene var i nød, men nødetatene rykket ut, koordinert av HRS. Vi har vært på stedet, ingen er alvorlig skadd. 
 Hendelsesforløp: de 2 dro garn da båten ble tatt av strømmen. Ene personen falt og slo hodet da han forsøkte å dra båten mot land. Blir kjørt Ålesund sykehus for en sjekk. Nødetatene ferdig på stedet.",2023-10-05T15:59:38.4788676+00:00,6
228,23lz6c,Sør-Øst Politidistrikt,204,4,Holmestrand,23lz6c-0,Nødetatene rykker ut til trafikkulykke. 2 personbiler involvert. Oppdateres. Politiet er på stedet. Bilene har frontkollidert. Det er 2 personer involvert. Veien er stengt på stedet. Politiet har avsluttet på stedet. Bilene er berget og veien åpen. Begge førerne er kjørt sykehus. Politiet oppetter sak.,2023-08-17T06:11:10.523114+00:00,1
233,233b2x,Vest Politidistrikt,207,7,Bergen,233b2x-0,"kl. 1628: Fått melding fra Samvirkesenteret til Bergen kommune om steinras som hadde truffet ett hus. Ikke meldt om personskade. Vi har vært på stedet sammen med geolog. Området vurdert som trygt, ikke behov for evakuering. Videre oppfølging ved huseier. ",2023-10-12T16:54:11.8885151+00:00,12
238,2398qv,Vest Politidistrikt,207,7,Kinn,2398qv-0,"Meld om ras, truleg over vei ved FV5697, ved Rabbane. Er lite trafikert veg.

Meldinga observert frå avstand, fra RV 5, Florøvegen. . Politiet på veg til staden, forsøker å komme i kontakt med nokon frå lokalbefolkninga.
",2023-08-10T11:34:36.3809921+00:00,1
240,23300f,Trøndelag Politidistrikt,209,3,Trondheim,23300f-0,"Butikk informerte om mann som forsøkte kjøpe varer med en mengde forskjellige betalingskort.  Patrulje har pågrepet mannen, som var i besittelse av stjålne gjenstander.",2023-07-26T19:06:48.8340284+00:00,7
251,23fcdq,Innlandet Politidistrikt,203,7,Innlandet politidistrikt,23fcdq-0,TEST MELDING - INGEN RESPONS - TEST MELDING.,2023-08-25T09:25:54.8156322+00:00,1
252,23pkwb,Trøndelag Politidistrikt,209,4,Trondheim,23pkwb-0,"Ung dame på 18 år som er kraftig beruset. Har falt og slått hodet mot en benk ved busstoppen ved Nidarosdomen. Bevisst, men blør kraftig fra hodet. Politi på stedet. Blir fraktet i ambulanse til SOH.",2023-07-11T22:26:24.3277348+00:00,6
256,23bn3b,Agder Politidistrikt,205,6,Grimstad,23bn3b-0,"Melding om kvinne som roper om hjelp ved Oddensenteret. Politiet har vært i kontakt med en kvinne og en mann på stedet, mannen anmeldes for kroppskrenkelse. ",2023-10-03T23:24:47.5545779+00:00,5
258,23ptgn,Sør-Øst Politidistrikt,204,12,Nesbyen,23ptgn-0,Ved 1700 tiden ble et kjøretøy med to personer i tatt av vannmengdene etter å ha blitt skylt av veien. En gårdbruker med traktor kom til unnsetning og reddet begge personene i land - uskadde !,2023-08-08T16:43:32.5786746+00:00,6
261,23745q,Sør-Øst Politidistrikt,204,11,Sandefjord,23745q-0,"11:30 Nødetater er på vei til Vesterøya. En båt har kantret ca 300 m ute i fjorden. Det var en person i båten. Personen ligger nå i vannet og holder seg fast i båten. Redningsskøyte og redningshelikopter er også på vei. Oppdateres. En kajakkpadler har tak i båten og drar den mot Storholmen. Personen i vannet henger på. Brannvesenet har dykkere i vannet mot stedet. Redningshelikopter er over stedet nå. Redningshelikopteret har hentet opp personen, en mann, og  han bekrefter at han var alene i båten. Mannen i 50 årene, har blitt fraktet til sykehuset med ambulanse. Pr. nå er det ukjent om han er skadet. Båten hans er fortøyd. Politiet har snakket med mannen. Han har fortalt at han var ute for å sette teiner da båten hans ble tatt av et vindkast og kantret. Han var noe nedkjølt da han ble hentet opp av vannet, men er i fin form nå. Han er veldig glad for hjelpen han har fått. Vi takker spesielt kajakkpadleren.",2023-09-28T09:39:24.1694776+00:00,12
268,23slw3,Agder Politidistrikt,205,6,Vennesla,23slw3-0,"Kl 0348. Politi og ambulanse rykket ut til voldshendelse i Vennesla. Etter å ha vært i kontakt med begge parter fremstår det fremdeles noe uklart hva som har skjedd. Begge er sjekket av ambulansepersonell, og det var ikke behov for mer oppfølging enn dette.  Partene er pålagt å holde seg borte fra hverandre i tiden fremover, og det er uklart om det vil komme anmeldelse på forholdet.",2023-08-20T04:06:19.1131736+00:00,5
278,231g67,Trøndelag Politidistrikt,209,4,Stjørdal,231g67-0,En bil har kjørt inn en betongvegg. Fører av bilen er opp og går. Politiet er på vei   til stedet.  Fører av bilen er uskadet. Det er ikke mistanke om ruskjøring. Bilen er ikke kjørbar.,2023-08-08T22:38:35.4379184+00:00,1
284,23nwxj,Innlandet Politidistrikt,203,4,Gjøvik,23nwxj-0,Kl. 14:59: Melding om mc-fører som har kollidert med bil. Ulykken fremstår ikke alvorlig. Mindre sammenstøt. Fører av mc er tilsett av helsevesenet. Politi og ambulanse har vært på stedet og pratet med partene. Vegen er nå åpen.  Fører av personbil uskadd. ,2023-08-30T13:38:27.0698004+00:00,1
287,235p5c,Øst Politidistrikt,202,1,Halden,235p5c-0,kl 1635; melding om trafikkuhell på Gamle Svinesundsvei i krysset med Sponvikveien. Ambulanse og politi er på vei dit. Antatt ingen personskade. Bilist som kjørte inn i baken på en annen bil i lav hastighet. Ingen personskade.,2023-09-19T14:45:38.8863961+00:00,4
288,234m26,Troms Politidistrikt,211,1,Tromsø,234m26-0,"Melding om en person skal ha blitt skadet på eller ved en buss i bevegelse. Ambulanse og politiet til stedet, og det viste seg å være et forhold som skjedde inne på bussen etter avgang fra bussholdeplass. ",2023-10-10T10:37:35.0935081+00:00,5
300,2388l2,Trøndelag Politidistrikt,209,7,Trondheim,2388l2-0,"Meldt om en gjeng gutter med uforsiktig bruk av en lighter litt vel nærme en barnehage i Brundalen.  Patrulje har lett i området, uten å se noe til guttene. Melding til obs for foreldre med barn i området.",2023-10-21T15:16:08.8326002+00:00,5
302,23rxmg,Innlandet Politidistrikt,203,7,Nord-Aurdal,23rxmg-0,"kl. 19:46: politiet til restaurant i Fagernes sentrum som følge av melding om beruset og utagerende person på stedet. Vitner meldte også om våpendeler som stakk ut fra en sekk som vedkommende bar på. Politiet med kontroll på aktuell person kl. 19:56.  Under ransaking ble det funnet en hagle i tre deler, samt en kniv. Personen kjørt Fagernes politistasjon for avhør, samt fremstilt helse for kontroll. Sak opprettet.",2023-10-06T18:58:39.0579025+00:00,5
303,23dr72,Agder Politidistrikt,205,4,Kristiansand,23dr72-0,Melding om trafikkulykke i Leireveien. Buss skal ha truffet syklist. Syklist fremstår ikke alvorlig skadd. Politi og ambulanse er på vei til stedet. Skal være en del skader på sykkel. Oppdateres. Trafikken går fint på stedet.,2023-09-06T12:54:20.1103038+00:00,1
306,23f0d4,Agder Politidistrikt,205,7,Kristiansand,23f0d4-0,"Kl 0030, mann urinerte på offentlig sted, rett ved politibilen. Sak opprettes.",2023-07-20T22:43:55.7625642+00:00,5
307,23hpjg,Møre og Romsdal Politidistrikt,208,1,Vestnes,23hpjg-0,"Kl. 01:34 kom det inn melding om en ponni som gikk midt i vegbana på fylkesvegen. Eier kontaktet via naboer, og ponnien er nå trygt tilbake der den hører hjemme.",2023-09-01T00:24:04.7327274+00:00,7
309,235zzp,Møre og Romsdal Politidistrikt,208,7,Sunndal,235zzp-0,Tyveri av bobil med reg. nr. SD 34541 merke Burstner 684 Aviano stjålet i løpet av natta. Tips kan gis til Politiet på tlf. 02800. Bilen er funnet i Eidsvåg. Politiet er på stedet og undersøker bilen med tanke på sporsikring og vitneobservasjoner. En person er siktet for tyveriet av bilen og vedkommende har erkjent dette.,2023-08-04T11:38:27.056377+00:00,3
318,234c94,Agder Politidistrikt,205,1,Flekkefjord,234c94-0,"Kl 0856. Nødetatene rykker ut til E39 Flikka. To biler involvert - påkjørsel bakfra. Så langt uklart hvor mange personer som er involvert. Ingen trafikale utfordringer. Oppdateres.  Nødetatene har vært på stedet en liten stund og er i gang med sitt arbeid. En person har fått tilsyn av helsepersonell, men det er ikke behov for ytterligere oppfølging. Forholdet ansees som en ren forsikringssak. Politiet oppretter ikke sak.",2023-08-11T06:59:44.1989316+00:00,4
321,23gftq,Sør-Øst Politidistrikt,204,1,Tønsberg,23gftq-0,Patruljen stanset en lokal kjenning i 30-årene på en stjålet moped. Erkjenner tyveriet - fremstår også som ruset. Har heller ikke førerkort. Blir tatt med inn for bevissikring og saker opprettet. ,2023-07-29T17:55:01.9552642+00:00,3
349,23zwgq,Trøndelag Politidistrikt,209,6,Trondheim,23zwgq-0,"Vi er på en privat adresse på Møllenberg i forbindelse med at det har vært slåssing på stedet. Slåssing mellom to personer, en har fått noen kutt i hodet, men er ikke alvorlig skadet.  En person ble kjørt til SOH med ambulanse. En tredje person forsøkte å blande seg inn i politiets arbeid og var ufin. Ble derfor innbrakt sammen med en mistenkt. Alle involverte er menn i 20-åra.",2023-10-17T04:04:32.7743602+00:00,5
364,232czs,Sør-Øst Politidistrikt,204,1,Nome,232czs-0,"05:35 Nødetater rykker ut til trafikkulykke. To biler involvert i en front mot front ulykke. En person i hver bil, begge ute av bilene og fremstår ikke alvorlig skadet.  Trafikken er stengt i begge retninger. Fører i begge kjøretøyene blir kjørt sykehuset for sjekk. Det ene kjøretøyet har kommet over i motgående kjørefelt. Førerkortet hans er besluttet beslaglagt. 
Det er rekvirert berging til begge kjøretøyene. Trafikken blir dirigert forbi stedet til berging  kommer. Bilen er berget og vi er ferdige på stedet.",2023-06-16T03:48:03.2194848+00:00,4
369,2369pp,Agder Politidistrikt,205,7,Arendal,2369pp-0,Mann anmeldes for å ha flydd drone innenfor flyrestriksjonsområdet i Arendal sentrum. Drone blir beslaglagt. Sak opprettes.,2023-08-14T14:24:18.129003+00:00,5
371,23sxz2,Sør-Øst Politidistrikt,204,1,Drammen,23sxz2-0,"13:26 - Politiet rykker ut etter melding om trafikkulykke utenfor ungdomsskolen. Per nå er det usikkert skadeomfang. Oppdateres når vi vet mer.  En mann i 80-årene mistenkes for å ha brutt vikeplikten og dermed forårsaket ulykken. Ingen skal være alvorlig skadd, men alle blir tilsett av helsepersonell. Vi foretar undersøkelser og avhør på stedet. Ulykken har skjedd mellom to kjøretøy. Et barn er kjørt til lege for nærmere vurdering etter ulykken. Det blir opprettet sak og førerkortet til mannen i 80-årene blir beslaglagt etter hendelsen. Politiet er ferdige på stedet. Sak opprettes og det er besluttet førerkortbeslag.",2023-06-12T11:34:49.5135871+00:00,4
375,23qpvt,Vest Politidistrikt,207,1,Aurland,23qpvt-0,"Kl. 18:55 Buss i full fyr i Nærøydalen.  Meld om mykje flammar og svart røyk. Skal være ein turistbuss. Ikkje meld om personar i bussen, som står på ein rasteplass. Samtlege naudetatar er på veg til staden.  Kl. 19:53 Det er ikkje meld om personskadar i samband med bussbrannen. Det har brent noe i vegetasjonen på rasteplassen der bussen står. Bussen er utbrent. Kl.20:30 - Ny buss henter sjåfør og passasjerar. Ingen er skadde i samband med brannen. Politiet gjer undersøkingar på staden.",2023-08-13T17:10:09.246367+00:00,2
380,23rj9x,Øst Politidistrikt,202,4,Fredrikstad,23rj9x-0,Mann som har falt på sparkesykkel og fremstår noe skadd. Mannen er trolig også beruset. Ambulanse og patrulje på vei.  Sikret blodprøve og mann i 50 årene blir anmeldt for kjøring i påvirket. Ikke førerkortbeslag pr nå.,2023-09-17T17:10:27.4685214+00:00,1
383,23xvpv,Trøndelag Politidistrikt,209,6,Trondheim,23xvpv-0,"Politiet rykket ut til Persaunet etter melding kl. 0459 om en kvinne tidlig i 20-årene, som var usatt for uprovosert vold fra 2-3 ukjente menn. Helse rykket ikke ut, men det er mulig kvinnen oppsøker legevakten.  Politiet etterforsker saken, og vil bl.a. forsøke å innhente videovåkning.",2023-10-11T03:31:46.9805875+00:00,5
